Outcome,Week End,Age Group,Unvaccinated Rate,Vaccinated Rate,Boosted Rate,Crude Vaccinated Ratio,Crude Boosted Ratio,Age-Adjusted Unvaccinated Rate,Age-Adjusted Vaccinated Rate,Age-Adjusted Boosted Rate,Age-Adjusted Vaccinated Ratio,Age-Adjusted Boosted Ratio,Population Unvaccinated,Population Vaccinated,Population Boosted,Outcome Unvaccinated,Outcome Vaccinated,Outcome Boosted,Age Group Min,Age Group Max
Cases,06/03/2023,12-17,6.2,6.9,9.0,0.9,0.7,,,,,,32449,86581,44580,2,6,4,12,17
Cases,07/09/2022,18-29,295.2,142.3,255.2,2.1,1.2,,,,,,93482,214304,156355,276,305,399,18,29
Hospitalizations,11/05/2022,80+,59.4,61.6,46.7,1.0,1.3,,,,,,25236,11367,47086,15,7,22,80,200
Hospitalizations,10/07/2023,18-29,0.0,0.9,0.0,0.0,,,,,,,71968,214276,161803,0,2,0,18,29
Cases,02/11/2023,50-64,240.8,64.5,92.4,3.7,2.6,,,,,,34058,125536,246859,82,81,228,50,64
Deaths,07/15/2023,5-11,0.0,0.0,0.0,,,,,,,,90116,82668,21259,0,0,0,5,11
Hospitalizations,09/23/2023,0-4,3.1,0.0,,,,,,,,,162642,,,5,0,,0,4
Deaths,06/17/2023,All,0.0,0.0,0.1,,0.0,0.0,0.0,0.1,,0.0,533523,860344,1040706,0,0,1,999,999
Deaths,12/18/2021,18-29,0.0,0.0,0.0,,,,,,,,143348,288118,46808,0,0,0,18,29
Hospitalizations,09/24/2022,All,10.6,4.6,7.3,2.3,1.5,13.9,6.1,4.9,2.3,2.8,595648,841554,1036367,63,39,76,999,999
Hospitalizations,12/11/2021,50-64,141.2,13.2,0.0,10.7,,,,,,,62340,258308,92192,88,34,0,50,64
Hospitalizations,10/15/2022,18-29,3.5,0.9,0.6,3.9,5.8,,,,,,86242,211934,161484,3,2,1,18,29
Cases,12/24/2022,80+,112.7,351.8,303.5,0.3,0.4,,,,,,24842,11369,47114,28,40,143,80,200
Deaths,01/22/2022,18-29,0.9,0.0,0.0,,,,,,,,116024,239720,103823,1,0,0,18,29
Hospitalizations,12/10/2022,80+,72.2,87.9,82.8,0.8,0.9,,,,,,24925,11373,47104,18,10,39,80,200
Hospitalizations,11/11/2023,18-29,4.4,1.4,0.6,3.1,7.3,,,,,,68798,215294,162511,3,3,1,18,29
Cases,02/25/2023,50-64,274.7,78.0,94.8,3.5,2.9,,,,,,33861,125587,246869,93,98,234,50,64
Deaths,09/18/2021,65-79,12.5,0.5,,25.0,,,,,,,63900,193739,,8,1,,65,79
Hospitalizations,05/01/2021,65-79,55.3,5.2,,10.6,,,,,,,86807,152729,,48,8,,65,79
Deaths,10/28/2023,18-29,0.0,0.0,0.0,,,,,,,,70076,214953,162196,0,0,0,18,29
Hospitalizations,11/04/2023,65-79,18.5,13.6,12.2,1.4,1.5,,,,,,37857,44044,172280,7,6,21,65,79
Hospitalizations,02/19/2022,5-11,0.0,1.3,,0.0,,,,,,,107897,74396,,0,1,,5,11
Deaths,02/25/2023,5-11,0.0,0.0,0.0,,,,,,,,91529,82191,21200,0,0,0,5,11
Deaths,08/21/2021,12-17,1.2,0.0,,,,,,,,,81744,72763,,1,0,,12,17
Deaths,10/28/2023,12-17,0.0,0.0,0.0,,,,,,,,31598,86545,44641,0,0,0,12,17
Deaths,09/02/2023,All,0.0,0.0,0.1,,0.0,0.0,0.0,0.1,,0.0,527182,860288,1040815,0,0,1,999,999
Hospitalizations,05/07/2022,80+,22.4,60.5,40.6,0.4,0.6,,,,,,26811,13219,44353,6,8,18,80,200
Deaths,04/29/2023,12-17,0.0,0.0,0.0,,,,,,,,32734,86571,44574,0,0,0,12,17
Hospitalizations,05/27/2023,80+,4.1,0.0,14.9,,0.3,,,,,,24542,11384,47129,1,0,7,80,200
Cases,12/31/2022,50-64,332.6,101.3,128.4,3.3,2.6,,,,,,34879,125419,246812,116,127,317,50,64
Deaths,09/17/2022,30-49,0.0,0.0,0.0,,,,,,,,123875,275892,346825,0,0,0,30,49
Cases,06/17/2023,50-64,18.3,5.6,13.0,3.3,1.4,,,,,,32757,125738,246922,6,7,32,50,64
Hospitalizations,04/09/2022,65-79,10.4,9.8,5.0,1.1,2.1,,,,,,48264,51105,159712,5,5,8,65,79
Hospitalizations,11/13/2021,65-79,40.1,13.7,1.8,2.9,22.3,,,,,,57295,146087,56482,23,20,1,65,79
Deaths,05/27/2023,5-11,0.0,0.0,0.0,,,,,,,,90605,82681,21243,0,0,0,5,11
Deaths,09/17/2022,50-64,2.5,0.0,0.0,,,,,,,,39763,125132,246490,1,0,0,50,64
Deaths,07/24/2021,30-49,0.4,0.0,,,,,,,,,272185,492321,,1,0,,30,49
Deaths,08/13/2022,18-29,0.0,0.0,0.0,,,,,,,,91761,212510,159319,0,0,0,18,29
Cases,09/03/2022,50-64,335.4,123.4,155.8,2.7,2.2,,,,,,40251,125600,245831,135,155,383,50,64
Deaths,05/07/2022,30-49,0.0,0.0,0.0,,,,,,,,130589,286382,331646,0,0,0,30,49
Hospitalizations,08/12/2023,12-17,0.0,2.3,0.0,0.0,,,,,,,31954,86577,44592,0,2,0,12,17
Deaths,01/14/2023,80+,16.1,17.6,10.6,0.9,1.5,,,,,,24777,11372,47117,4,2,5,80,200
Deaths,09/10/2022,50-64,0.0,0.0,0.4,,0.0,,,,,,40087,125285,246259,0,0,1,50,64
Hospitalizations,06/17/2023,65-79,5.1,2.3,3.5,2.2,1.5,,,,,,39420,43432,171735,2,1,6,65,79
Hospitalizations,06/25/2022,80+,60.4,73.3,59.0,0.8,1.0,,,,,,26485,12274,45782,16,9,27,80,200
Cases,05/27/2023,5-11,33.1,18.1,9.4,1.8,3.5,,,,,,90605,82681,21243,30,15,2,5,11
Hospitalizations,08/19/2023,30-49,4.7,0.4,1.4,11.8,3.4,,,,,,107178,278399,347317,5,1,5,30,49
Hospitalizations,07/29/2023,50-64,9.2,0.0,2.4,,3.8,,,,,,32542,125729,246933,3,0,6,50,64
Cases,07/30/2022,30-49,361.8,177.2,244.9,2.0,1.5,,,,,,126589,278749,342597,458,494,839,30,49
Deaths,07/01/2023,80+,0.0,0.0,0.0,,,,,,,,24502,11383,47130,0,0,0,80,200
Deaths,11/05/2022,5-11,0.0,0.0,0.0,,,,,,,,93672,80665,21005,0,0,0,5,11
Cases,04/02/2022,50-64,108.5,36.7,68.7,3.0,1.6,,,,,,45178,138856,227154,49,51,156,50,64
Cases,04/30/2022,65-79,155.1,108.7,133.3,1.4,1.2,,,,,,47714,49691,162052,74,54,216,65,79
Deaths,08/05/2023,50-64,0.0,0.0,0.0,,,,,,,,32496,125728,246934,0,0,0,50,64
Hospitalizations,10/28/2023,0-4,2.5,0.0,,,,,,,,,162642,,,4,0,,0,4
Hospitalizations,01/08/2022,All,107.4,55.2,28.7,1.9,3.7,149.1,64.1,17.2,2.3,8.7,771844,1058475,641998,829,584,184,999,999
Hospitalizations,08/13/2022,30-49,10.3,5.8,4.4,1.8,2.3,,,,,,125984,277655,344132,13,16,15,30,49
Deaths,04/03/2021,30-49,0.8,0.0,,,,,,,,,506745,105885,,4,0,,30,49
Hospitalizations,06/11/2022,All,8.0,7.0,7.5,1.1,1.1,10.1,9.7,5.4,1.0,1.9,640279,874417,979825,51,61,73,999,999
Hospitalizations,01/28/2023,65-79,44.6,23.1,19.2,1.9,2.3,,,,,,40317,43381,171689,18,10,33,65,79
Cases,12/11/2021,30-49,669.8,258.5,87.1,2.6,7.7,,,,,,181110,452975,121631,1213,1171,106,30,49
Cases,03/12/2022,12-17,61.7,21.9,52.2,2.8,1.2,,,,,,38897,95971,28723,24,21,15,12,17
Deaths,09/03/2022,30-49,0.0,0.0,0.3,,0.0,,,,,,125170,276368,345994,0,0,1,30,49
Deaths,06/12/2021,18-29,0.0,0.0,,,,,,,,,236542,236566,,0,0,,18,29
Deaths,11/05/2022,50-64,0.0,0.0,0.0,,,,,,,,36895,125268,246677,0,0,0,50,64
Hospitalizations,09/04/2021,18-29,14.8,0.3,,49.3,,,,,,,188921,294893,,28,1,,18,29
Cases,08/20/2022,18-29,243.9,84.4,144.5,2.9,1.7,,,,,,91431,212198,159858,223,179,231,18,29
Hospitalizations,11/18/2023,65-79,16.0,18.1,18.0,0.9,0.9,,,,,,37394,44197,172519,6,8,31,65,79
Cases,07/29/2023,30-49,23.3,18.3,19.3,1.3,1.2,,,,,,107515,278402,347313,25,51,67,30,49
Hospitalizations,11/06/2021,All,12.1,4.0,5.0,3.0,2.4,17.6,3.4,2.2,5.2,7.9,953486,1465628,120427,115,59,6,999,999
Cases,11/12/2022,30-49,171.5,75.2,106.6,2.3,1.6,,,,,,116651,276645,347072,200,208,370,30,49
Deaths,06/24/2023,80+,0.0,0.0,4.2,,0.0,,,,,,24509,11383,47130,0,0,2,80,200
Cases,07/17/2021,All,47.0,18.3,,2.6,,52.0,14.9,,3.5,,1181533,1367281,,555,250,,999,999
Deaths,07/02/2022,65-79,0.0,2.2,1.8,0.0,0.0,,,,,,46481,46183,167465,0,1,3,65,79
Deaths,04/15/2023,65-79,0.0,0.0,1.7,,0.0,,,,,,39800,43431,171719,0,0,3,65,79
Hospitalizations,12/31/2022,80+,72.5,132.0,82.8,0.5,0.9,,,,,,24824,11367,47117,18,15,39,80,200
Hospitalizations,07/03/2021,18-29,0.9,0.4,,2.2,,,,,,,224760,262359,,2,1,,18,29
Deaths,01/07/2023,5-11,0.0,0.0,0.0,,,,,,,,92294,81623,21161,0,0,0,5,11
Cases,11/25/2023,All,69.5,28.7,50.6,2.4,1.4,78.4,30.8,39.0,2.5,2.0,505372,862658,1048252,351,248,530,999,999
Deaths,09/09/2023,5-11,0.0,0.0,0.0,,,,,,,,89422,82670,21265,0,0,0,5,11
Cases,01/21/2023,5-11,146.7,148.0,179.5,1.0,0.8,,,,,,92044,81778,21171,135,121,38,5,11
Deaths,10/09/2021,50-64,10.3,0.3,,34.3,,,,,,,77460,331279,,8,1,,50,64
Hospitalizations,07/23/2022,5-11,0.0,1.1,0.0,0.0,,,,,,,98178,87751,9749,0,1,0,5,11
Hospitalizations,05/29/2021,12-17,1.6,0.0,,,,,,,,,128173,8885,,2,0,,12,17
Cases,08/12/2023,18-29,51.6,13.5,24.1,3.8,2.1,,,,,,73575,214133,161715,38,29,39,18,29
Deaths,02/12/2022,30-49,3.6,0.7,0.3,5.1,12.0,,,,,,139578,302103,296569,5,2,1,30,49
Deaths,04/29/2023,80+,0.0,0.0,2.1,,0.0,,,,,,24593,11384,47127,0,0,1,80,200
Deaths,09/11/2021,12-17,0.0,0.0,,,,,,,,,73661,83778,,0,0,,12,17
Deaths,03/18/2023,30-49,0.0,0.0,0.0,,,,,,,,110250,278001,347269,0,0,0,30,49
Hospitalizations,05/27/2023,30-49,0.9,0.7,0.6,1.3,1.5,,,,,,108550,278401,347299,1,2,2,30,49
Hospitalizations,08/27/2022,All,15.0,7.9,10.7,1.9,1.4,18.6,12.2,7.4,1.5,2.5,606382,844687,1026640,91,67,110,999,999
Deaths,10/30/2021,18-29,0.0,0.0,0.0,,,,,,,,165307,313568,7958,0,0,0,18,29
Deaths,06/17/2023,5-11,0.0,0.0,0.0,,,,,,,,90426,82681,21245,0,0,0,5,11
Hospitalizations,04/24/2021,12-17,2.9,,,,,,,,,,170936,,,5,,,12,17
Deaths,11/11/2023,30-49,0.0,0.0,0.0,,,,,,,,100910,279296,348677,0,0,0,30,49
Deaths,05/14/2022,5-11,0.0,0.0,,,,,,,,,101446,94072,,0,0,,5,11
Hospitalizations,04/23/2022,50-64,11.3,2.2,3.9,5.1,2.9,,,,,,44338,136052,231012,5,3,9,50,64
Hospitalizations,02/12/2022,80+,44.0,83.9,36.3,0.5,1.2,,,,,,27303,15497,41310,12,13,15,80,200
Deaths,06/18/2022,All,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.1,0.0,0.0,638877,871208,984294,0,2,2,999,999
Deaths,08/13/2022,50-64,2.5,0.8,0.0,3.1,,,,,,,40677,126700,244360,1,1,0,50,64
Deaths,11/12/2022,18-29,0.0,0.0,0.0,,,,,,,,82776,212328,161549,0,0,0,18,29
Cases,04/22/2023,18-29,59.5,13.5,20.4,4.4,2.9,,,,,,75636,214023,161683,45,29,33,18,29
Deaths,04/08/2023,50-64,0.0,0.0,0.4,,0.0,,,,,,33404,125694,246895,0,0,1,50,64
Hospitalizations,01/08/2022,5-11,4.5,4.3,,1.0,,,,,,,132228,46476,,6,2,,5,11
Hospitalizations,08/13/2022,80+,38.1,94.3,55.7,0.4,0.7,,,,,,26264,11664,46650,10,11,26,80,200
Deaths,09/03/2022,18-29,0.0,0.0,0.0,,,,,,,,90904,211667,160838,0,0,0,18,29
Deaths,10/14/2023,80+,0.0,8.8,0.0,0.0,,,,,,,24292,11411,47164,0,1,0,80,200
Hospitalizations,04/17/2021,All,19.5,4.2,,4.6,,24.7,2.3,,10.8,,1616421,475163,,316,20,,999,999
Deaths,10/07/2023,80+,16.4,8.8,4.2,1.9,3.9,,,,,,24344,11392,47144,4,1,2,80,200
Deaths,04/02/2022,5-11,0.0,0.0,,,,,,,,,103457,90969,,0,0,,5,11
Deaths,05/27/2023,12-17,0.0,0.0,0.0,,,,,,,,32492,86582,44579,0,0,0,12,17
Cases,01/07/2023,12-17,65.5,22.0,40.4,3.0,1.6,,,,,,33600,86240,44537,22,19,18,12,17
Deaths,07/24/2021,18-29,0.0,0.0,,,,,,,,,215115,275913,,0,0,,18,29
Deaths,10/28/2023,30-49,0.0,0.0,0.3,,0.0,,,,,,102493,279053,348149,0,0,1,30,49
Hospitalizations,12/10/2022,18-29,12.4,3.8,4.3,3.3,2.9,,,,,,80480,212671,161589,10,8,7,18,29
Cases,06/17/2023,30-49,12.9,6.8,8.9,1.9,1.4,,,,,,108176,278399,347307,14,19,31,30,49
Deaths,09/04/2021,50-64,3.5,0.6,,5.8,,,,,,,86807,323733,,3,2,,50,64
Cases,04/01/2023,30-49,95.5,35.2,54.7,2.7,1.7,,,,,,109912,278121,347279,105,98,190,30,49
Deaths,04/02/2022,12-17,0.0,0.0,0.0,,,,,,,,38227,95562,31203,0,0,0,12,17
Hospitalizations,09/23/2023,5-11,1.1,1.2,0.0,0.9,,,,,,,89403,82669,21266,1,1,0,5,11
Cases,08/28/2021,12-17,242.9,31.6,,7.7,,,,,,,77824,75875,,189,24,,12,17
Hospitalizations,05/28/2022,12-17,5.4,0.0,0.0,,,,,,,,37034,93497,34850,2,0,0,12,17
Cases,12/31/2022,5-11,33.5,35.6,28.4,0.9,1.2,,,,,,92435,81534,21158,31,29,6,5,11
Deaths,04/16/2022,30-49,0.0,0.0,0.0,,,,,,,,131729,288694,328103,0,0,0,30,49
Deaths,01/29/2022,65-79,38.0,24.0,6.2,1.6,6.1,,,,,,50056,62587,145762,19,15,9,65,79
Deaths,06/04/2022,65-79,2.1,0.0,0.0,,,,,,,,46947,47490,165480,1,0,0,65,79
Hospitalizations,01/15/2022,30-49,60.1,17.6,12.9,3.4,4.7,,,,,,154759,346990,239415,93,61,31,30,49
Deaths,08/20/2022,50-64,0.0,0.0,0.4,,0.0,,,,,,40519,126270,244938,0,0,1,50,64
Hospitalizations,04/30/2022,5-11,2.0,0.0,,,,,,,,,102021,93311,,2,0,,5,11
Hospitalizations,10/30/2021,30-49,12.3,0.8,0.0,15.4,,,,,,,203492,531626,24199,25,4,0,30,49
Cases,01/15/2022,18-29,1268.1,731.4,755.3,1.7,1.7,,,,,,121679,248007,93335,1543,1814,705,18,29
Hospitalizations,02/18/2023,30-49,7.2,2.5,1.4,2.9,5.1,,,,,,110993,277757,347252,8,7,5,30,49
Hospitalizations,07/10/2021,18-29,2.3,0.4,,5.8,,,,,,,221917,267760,,5,1,,18,29
Hospitalizations,07/01/2023,18-29,0.0,0.0,0.0,,,,,,,,74266,214137,161703,0,0,0,18,29
Cases,12/18/2021,50-64,1199.7,436.5,238.8,2.7,5.0,,,,,,60515,241221,110556,726,1053,264,50,64
Hospitalizations,06/05/2021,65-79,22.2,1.7,,13.1,,,,,,,76606,179075,,17,3,,65,79
Cases,08/19/2023,All,51.3,22.0,42.0,2.3,1.2,58.3,22.8,33.3,2.6,1.7,528293,860304,1040794,271,189,437,999,999
Cases,12/02/2023,5-11,22.7,15.9,13.2,1.4,1.7,,,,,,88222,81685,22651,20,13,3,5,11
Hospitalizations,08/19/2023,0-4,2.5,0.0,,,,,,,,,162642,,,4,0,,0,4
Hospitalizations,10/15/2022,80+,42.9,96.7,31.9,0.4,1.3,,,,,,25625,11373,47058,11,11,15,80,200
Hospitalizations,06/03/2023,18-29,0.0,0.0,0.6,,0.0,,,,,,74734,214134,161695,0,0,1,18,29
Hospitalizations,06/26/2021,12-17,0.0,0.0,,,,,,,,,111069,39779,,0,0,,12,17
Deaths,06/18/2022,30-49,0.0,0.4,0.0,0.0,,,,,,,128401,281885,338011,0,1,0,30,49
Cases,09/02/2023,80+,49.1,167.0,123.1,0.3,0.4,,,,,,24460,11380,47133,12,19,58,80,200
Cases,06/17/2023,65-79,22.8,11.5,15.1,2.0,1.5,,,,,,39420,43432,171735,9,5,26,65,79
Cases,12/17/2022,18-29,262.6,82.2,103.3,3.2,2.5,,,,,,79968,212771,161600,210,175,167,18,29
Cases,12/03/2022,65-79,270.9,209.9,203.9,1.3,1.3,,,,,,41351,43349,171626,112,91,350,65,79
Deaths,01/07/2023,50-64,5.8,0.0,0.0,,,,,,,,34669,125434,246821,2,0,0,50,64
Deaths,11/04/2023,80+,0.0,0.0,2.1,,0.0,,,,,,24080,11553,47261,0,0,1,80,200
Hospitalizations,08/19/2023,18-29,5.4,0.5,0.0,10.8,,,,,,,73481,214133,161716,4,1,0,18,29
Hospitalizations,10/09/2021,All,10.6,2.8,,3.8,,15.4,2.2,,7.0,,998664,1519169,,106,42,,999,999
Cases,12/10/2022,0-4,105.8,13.5,,7.8,,,,,,,162642,,,172,22,,0,4
Deaths,12/03/2022,50-64,0.0,0.8,0.0,0.0,,,,,,,35761,125353,246742,0,1,0,50,64
Cases,08/27/2022,30-49,240.0,116.0,169.6,2.1,1.4,,,,,,125403,276779,345420,301,321,586,30,49
Deaths,10/22/2022,18-29,0.0,0.0,0.0,,,,,,,,85278,212032,161513,0,0,0,18,29
Hospitalizations,05/29/2021,30-49,12.1,0.3,,40.3,,,,,,,314424,398788,,38,1,,30,49
Deaths,07/23/2022,80+,3.8,41.9,6.5,0.1,0.6,,,,,,26357,11946,46252,1,5,3,80,200
Cases,02/04/2023,65-79,79.5,94.5,96.7,0.8,0.8,,,,,,40248,43385,171692,32,41,166,65,79
Deaths,11/19/2022,12-17,0.0,0.0,0.0,,,,,,,,34157,86027,44509,0,0,0,12,17
Cases,03/04/2023,12-17,126.8,59.0,71.8,2.1,1.8,,,,,,33129,86403,44558,42,51,32,12,17
Hospitalizations,01/07/2023,18-29,11.4,1.4,0.6,8.1,19.0,,,,,,78851,212977,161629,9,3,1,18,29
Cases,04/29/2023,12-17,42.8,17.3,13.5,2.5,3.2,,,,,,32734,86571,44574,14,15,6,12,17
Hospitalizations,06/19/2021,18-29,1.7,0.8,,2.1,,,,,,,232120,245040,,4,2,,18,29
Deaths,08/05/2023,5-11,0.0,0.0,0.0,,,,,,,,89877,82672,21260,0,0,0,5,11
Deaths,04/23/2022,All,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.1,0.0,0.0,652046,893938,947960,0,1,1,999,999
Deaths,07/16/2022,5-11,0.0,0.0,0.0,,,,,,,,98597,88329,8887,0,0,0,5,11
Cases,04/17/2021,18-29,296.7,15.4,,19.3,,,,,,,327658,65029,,972,10,,18,29
Cases,08/07/2021,All,155.8,72.8,,2.1,,172.0,59.1,,2.9,,1127960,1412725,,1757,1029,,999,999
Deaths,07/03/2021,18-29,0.0,0.0,,,,,,,,,224760,262359,,0,0,,18,29
Deaths,07/02/2022,All,0.3,0.3,0.4,1.0,0.8,0.5,0.6,0.2,0.8,2.0,631303,865202,992967,2,3,4,999,999
Cases,09/10/2022,30-49,198.9,80.8,133.6,2.5,1.5,,,,,,124669,276027,346520,248,223,463,30,49
Hospitalizations,02/25/2023,5-11,1.1,1.2,0.0,0.9,,,,,,,91529,82191,21200,1,1,0,5,11
Hospitalizations,06/25/2022,30-49,9.4,4.3,3.8,2.2,2.5,,,,,,128154,281330,338834,12,12,13,30,49
Deaths,10/29/2022,80+,0.0,35.2,2.1,0.0,0.0,,,,,,25326,11370,47077,0,4,1,80,200
Hospitalizations,07/01/2023,80+,4.1,17.6,8.5,0.2,0.5,,,,,,24502,11383,47130,1,2,4,80,200
Cases,06/11/2022,30-49,329.5,174.9,339.2,1.9,1.0,,,,,,128697,282377,337248,424,494,1144,30,49
Cases,07/24/2021,65-79,41.2,17.8,,2.3,,,,,,,70306,191132,,29,34,,65,79
Cases,10/29/2022,All,144.9,79.0,116.4,1.8,1.2,179.1,82.9,103.9,2.2,1.7,576831,846073,1039237,836,668,1210,999,999
Hospitalizations,12/17/2022,All,17.5,7.5,14.2,2.3,1.2,21.2,12.0,9.8,1.8,2.2,558425,852606,1039974,98,64,148,999,999
Cases,04/09/2022,65-79,55.9,50.9,72.0,1.1,0.8,,,,,,48264,51105,159712,27,26,115,65,79
Hospitalizations,05/29/2021,50-64,35.8,1.2,,29.8,,,,,,,125545,255939,,45,3,,50,64
Cases,11/05/2022,18-29,190.2,64.6,94.7,2.9,2.0,,,,,,83590,212234,161534,159,137,153,18,29
Cases,01/08/2022,65-79,1705.5,1411.0,727.6,1.2,2.3,,,,,,51599,73634,133598,880,1039,972,65,79
Cases,12/04/2021,65-79,307.5,182.8,31.0,1.7,9.9,,,,,,54957,111079,93634,169,203,29,65,79
Cases,11/06/2021,18-29,187.4,66.9,39.1,2.8,4.8,,,,,,162718,313731,10229,305,210,4,18,29
Deaths,09/02/2023,30-49,0.0,0.0,0.0,,,,,,,,106946,278397,347321,0,0,0,30,49
Deaths,02/11/2023,All,0.5,0.5,0.2,1.0,2.5,0.5,1.0,0.1,0.5,4.3,547298,856543,1040368,3,4,2,999,999
Deaths,06/19/2021,30-49,1.7,0.0,,,,,,,,,294504,450450,,5,0,,30,49
Cases,12/02/2023,12-17,76.3,24.3,24.6,3.1,3.1,,,,,,31447,86443,44784,24,21,11,12,17
Cases,10/22/2022,18-29,150.1,46.7,82.3,3.2,1.8,,,,,,85278,212032,161513,128,99,133,18,29
Hospitalizations,02/19/2022,80+,22.0,59.3,21.6,0.4,1.0,,,,,,27250,15168,41699,6,9,9,80,200
Hospitalizations,01/21/2023,5-11,0.0,1.2,0.0,0.0,,,,,,,92044,81778,21171,0,1,0,5,11
Cases,10/14/2023,80+,53.5,61.3,63.6,0.9,0.8,,,,,,24292,11411,47164,13,7,30,80,200
Cases,02/26/2022,5-11,57.2,85.4,,0.7,,,,,,,106580,79595,,61,68,,5,11
Cases,12/03/2022,30-49,277.7,123.5,142.3,2.2,2.0,,,,,,114875,276921,347113,319,342,494,30,49
Cases,10/02/2021,18-29,190.8,62.7,,3.0,,,,,,,175617,307962,,335,193,,18,29
Deaths,05/13/2023,12-17,0.0,0.0,0.0,,,,,,,,32614,86583,44576,0,0,0,12,17
Cases,05/06/2023,18-29,59.7,13.1,17.3,4.6,3.5,,,,,,75322,214130,161688,45,28,28,18,29
Hospitalizations,11/25/2023,All,7.3,3.5,7.5,2.1,1.0,7.4,5.9,5.0,1.3,1.5,505372,862658,1048252,37,30,79,999,999
Cases,06/12/2021,30-49,33.6,4.8,,7.0,,,,,,,300339,438852,,101,21,,30,49
Cases,08/27/2022,All,195.9,109.2,165.5,1.8,1.2,226.7,107.1,144.4,2.1,1.6,606382,844687,1026640,1188,922,1699,999,999
Cases,01/01/2022,5-11,2019.0,1500.2,,1.3,,,,,,,138684,43394,,2800,651,,5,11
Cases,11/26/2022,18-29,163.1,50.3,68.7,3.2,2.4,,,,,,81540,212520,161571,133,107,111,18,29
Hospitalizations,03/05/2022,65-79,10.2,9.3,1.9,1.1,5.4,,,,,,48917,54022,156028,5,5,3,65,79
Hospitalizations,06/25/2022,65-79,34.4,23.7,15.0,1.5,2.3,,,,,,46578,46462,167052,16,11,25,65,79
Cases,04/17/2021,12-17,163.3,,,,,,,,,,175134,,,286,,,12,17
Hospitalizations,09/04/2021,12-17,0.0,0.0,,,,,,,,,75470,79801,,0,0,,12,17
Hospitalizations,05/20/2023,65-79,17.7,6.9,8.7,2.6,2.0,,,,,,39539,43437,171728,7,3,15,65,79
Hospitalizations,11/25/2023,50-64,10.1,7.2,4.8,1.4,2.1,,,,,,29770,125696,248112,3,9,12,50,64
Deaths,07/30/2022,5-11,0.0,0.0,0.0,,,,,,,,97719,86946,10832,0,0,0,5,11
Deaths,11/20/2021,12-17,0.0,0.0,,,,,,,,,60117,103905,,0,0,,12,17
Cases,07/03/2021,All,17.9,6.1,,2.9,,19.6,5.0,,3.9,,1207003,1324045,,216,81,,999,999
Cases,08/13/2022,18-29,308.4,125.2,189.6,2.5,1.6,,,,,,91761,212510,159319,283,266,302,18,29
Deaths,07/29/2023,5-11,0.0,0.0,0.0,,,,,,,,89972,82669,21260,0,0,0,5,11
Deaths,03/12/2022,12-17,0.0,0.0,0.0,,,,,,,,38897,95971,28723,0,0,0,12,17
Deaths,04/22/2023,80+,4.1,0.0,2.1,,2.0,,,,,,24605,11384,47127,1,0,1,80,200
Deaths,04/09/2022,All,0.2,0.3,0.2,0.7,1.0,0.2,0.6,0.1,0.3,1.7,655822,898944,937807,1,3,2,999,999
Cases,02/18/2023,5-11,174.6,131.5,193.4,1.3,0.9,,,,,,91630,82117,21197,160,108,41,5,11
Deaths,01/28/2023,65-79,0.0,2.3,0.0,0.0,,,,,,,40317,43381,171689,0,1,0,65,79
Cases,08/27/2022,65-79,197.2,141.1,150.6,1.4,1.3,,,,,,45631,43956,170603,90,62,257,65,79
Cases,05/14/2022,All,365.4,265.8,400.0,1.4,0.9,407.5,245.4,352.2,1.7,1.2,646969,886432,961158,2364,2356,3845,999,999
Cases,07/23/2022,18-29,376.4,140.4,243.2,2.7,1.5,,,,,,92731,213642,157475,349,300,383,18,29
Cases,12/31/2022,18-29,191.7,56.8,75.5,3.4,2.5,,,,,,79293,212935,161619,152,121,122,18,29
Hospitalizations,08/28/2021,18-29,13.4,0.3,,44.7,,,,,,,193516,291685,,26,1,,18,29
Deaths,07/10/2021,50-64,1.9,0.0,,,,,,,,,107073,304806,,2,0,,50,64
Deaths,07/09/2022,65-79,0.0,0.0,1.8,,0.0,,,,,,46385,45832,167927,0,0,3,65,79
Hospitalizations,08/14/2021,50-64,56.2,3.8,,14.8,,,,,,,94229,318064,,53,12,,50,64
Hospitalizations,12/18/2021,50-64,170.2,22.0,7.2,7.7,23.6,,,,,,60515,241221,110556,103,53,8,50,64
Hospitalizations,12/10/2022,12-17,0.0,3.5,0.0,0.0,,,,,,,33887,86131,44514,0,3,0,12,17
Cases,03/12/2022,80+,22.1,34.8,37.5,0.6,0.6,,,,,,27140,14363,42701,6,5,16,80,200
Deaths,07/01/2023,5-11,0.0,0.0,0.0,,,,,,,,90262,82673,21253,0,0,0,5,11
Hospitalizations,09/30/2023,80+,28.7,17.6,29.7,1.6,1.0,,,,,,24398,11382,47134,7,2,14,80,200
Deaths,07/22/2023,65-79,0.0,0.0,0.6,,0.0,,,,,,39318,43421,171748,0,0,1,65,79
Deaths,05/13/2023,5-11,0.0,0.0,0.0,,,,,,,,90743,82680,21241,0,0,0,5,11
Hospitalizations,08/26/2023,30-49,8.4,0.4,1.4,21.0,6.0,,,,,,107080,278396,347321,9,1,5,30,49
Cases,11/05/2022,30-49,191.6,77.0,109.5,2.5,1.7,,,,,,117430,276538,347053,225,213,380,30,49
